duoarea,area-name,product,product-name,process,process-name,series,series-description,value,year,month
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.351904761904762,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.942,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.958,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.998,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.613,2019,9
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.4121428571428571,2019,9
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3997619047619048,2019,9
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3854761904761903,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.664,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),2.004,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.693,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.631,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),2.008,2019,9
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.41,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.99,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.904,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.524,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.553,2019,9
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3299999999999998,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.905,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.534,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.57,2019,9
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3359523809523808,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.902,2019,9
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.3378571428571426,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.905,2019,9
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.321904761904762,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.488,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.531,2019,9
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.324285714285714,2019,9
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3207142857142855,2019,9
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3138095238095238,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.513,2019,9
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.305,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.869,2019,9
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.495,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.869,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.868,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.87,2019,9
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.838,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.84,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.83,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.488,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.649,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.543,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.512,2019,8
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.315,2019,8
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3026190476190476,2019,8
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3104761904761904,2019,8
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.2935714285714284,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.841,2019,8
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3014285714285714,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.84,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.847,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.67,2019,8
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.3226190476190476,2019,8
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3109523809523809,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.852,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.511,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.543,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.487,2019,8
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3188095238095237,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.851,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.83,2019,8
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.3171428571428572,2019,8
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3164285714285713,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.535,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.841,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.476,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.674,2019,8
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3090476190476188,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.837,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.843,2019,8
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3004761904761903,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.5,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.481,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.799,2019,8
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.2592857142857141,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.809,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.806,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.811,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.516,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.457,2019,8
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.2688095238095236,2019,8
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2633333333333334,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.669,2019,8
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2669047619047618,2019,8
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3495238095238093,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.927,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.925,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.92,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.639,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.839,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.748,2019,8
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3476190476190475,2019,8
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.606,2019,8
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.348095238095238,2019,8
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3495238095238093,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.911,2019,8
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.918,2019,7
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.3385714285714285,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.811,2019,7
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3426190476190476,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.86,2019,7
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3407142857142857,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.652,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.924,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.615,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.91,2019,7
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3426190476190476,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.928,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.631,2019,7
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3595238095238096,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.875,2019,7
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.3566666666666665,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.9,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.92,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.915,2019,7
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3588095238095237,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.671,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.829,2019,7
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3597619047619047,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.908,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.97,2019,7
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.951,2019,7
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.41,2019,7
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.699,2019,7
